improvement,eval,angles_deg,objective
0,1,240;274;326;344,98222.879942
1,5,240;279;326;344,97901.991283
2,9,240;274;326;349,97713.926720
3,17,240;274;326;354,96560.307515
4,21,240;279;326;354,96466.211895
5,31,240;279;331;354,96270.329524
6,55,246;271;330;354,94453.816639
7,117,229;271;322;2,94169.686477
8,129,229;271;317;2,93797.048966
9,131,229;271;322;357,93771.535790
10,133,224;271;322;357,93725.646855
11,137,229;271;317;357,93138.850333
12,165,220;272;317;354,93061.498198
13,167,225;272;317;354,92871.951125
