improvement,eval,angles_deg,objective
0,1,28;80;155;336,99954.009641
1,3,33;80;155;336,99586.752914
2,5,38;80;155;336,99392.183186
3,10,38;80;150;336,98944.802016
4,15,38;80;145;336,98377.243800
5,20,38;80;140;336,93910.935549
6,27,38;80;140;331,93131.317627
7,34,38;80;140;326,92939.253099
8,41,38;80;140;321,92700.705069
9,48,38;80;140;316,91748.284729
10,55,38;80;140;311,91351.080636
11,120,38;103;140;304,90019.689525
12,128,38;103;140;309,88325.667311
13,153,38;103;140;310,88186.707331
