improvement,eval,angles_deg,objective
0,1,195;283;284;333,102607.709270
1,3,200;283;284;333,101530.900245
2,5,205;283;284;333,100537.958775
3,7,210;283;284;333,100482.147805
4,9,215;283;284;333,99922.477493
5,11,220;283;284;333,98911.299026
6,13,225;283;284;333,97215.800971
7,17,225;288;284;333,97026.463390
8,21,225;293;284;333,96969.658260
9,25,225;298;284;333,96852.492626
10,30,225;298;279;333,95243.535556
11,34,225;303;279;333,94934.899797
12,38,225;308;279;333,94133.872657
13,45,225;308;279;328,93995.806924
14,49,225;313;279;328,93900.372514
15,56,225;313;279;323,93331.820833
