improvement,eval,angles_deg,objective
0,1,25;60;240;300,105989.158792
1,7,25;60;245;300,105964.596436
2,9,30;60;245;300,105921.318845
3,11,35;60;245;300,105500.322711
4,17,35;60;250;300,105016.326018
5,23,35;60;255;300,103064.286834
6,31,35;60;255;305,101944.015564
7,39,35;60;255;310,100666.070808
8,49,316;60;185;359,100148.808529
9,54,316;60;180;359,99851.991920
10,118,258;50;223;300,99017.473618
11,126,258;50;223;305,98312.951410
12,130,258;55;223;305,97926.565748
13,138,258;55;223;310,96347.847808
14,141,258;50;223;310,96332.053860
15,245,204;80;144;257,96185.753272
16,277,134;80;103;340,95190.674310
17,284,134;80;103;335,94107.876053
18,291,134;80;103;330,93977.741228
19,441,204;142;103;269,93876.953912
20,443,209;142;103;269,93755.601583
21,451,209;142;103;274,93628.403503
