eval,angles_deg,objective,cached,ronda,tenure,prohibido,aceptado
1,5;100;115;355,100695.594187,false,0,,,
2,0;100;115;355,100873.168460,false,1,5,False,True
3,10;100;115;355,100014.569438,false,1,5,False,True
4,5;100;115;355,100695.594187,true,2,5,False,True
5,15;100;115;355,99582.626785,false,2,5,False,True
6,10;100;115;355,100014.569438,true,3,5,True,True
7,20;100;115;355,99855.205443,false,3,5,False,True
8,15;95;115;355,99330.242687,false,4,5,False,True
9,10;95;115;355,99682.441922,false,4,5,False,False
10,20;95;115;355,99709.305483,false,4,5,False,False
11,15;90;115;355,101503.627668,false,4,5,False,False
12,15;100;115;355,99582.626785,true,4,5,True,False
13,10;95;115;355,99682.441922,true,4,5,False,False
14,20;95;115;355,99709.305483,true,4,5,False,False
15,15;90;115;355,101503.627668,true,4,5,False,False
16,15;100;115;355,99582.626785,true,5,5,True,True
17,10;95;115;355,99682.441922,true,5,5,False,False
18,20;95;115;355,99709.305483,true,5,5,False,False
19,15;90;115;355,101503.627668,true,5,5,False,False
20,15;100;115;355,99582.626785,true,5,5,True,False
21,10;95;115;355,99682.441922,true,5,5,False,False
22,20;95;115;355,99709.305483,true,5,5,False,False
23,15;90;115;355,101503.627668,true,5,5,False,False
24,15;100;115;355,99582.626785,true,6,6,True,True
25,10;95;115;355,99682.441922,true,6,6,False,False
26,20;95;115;355,99709.305483,true,6,6,False,False
27,15;90;115;355,101503.627668,true,6,6,False,False
28,15;100;115;355,99582.626785,true,6,6,True,False
29,10;95;115;355,99682.441922,true,6,6,False,False
30,20;95;115;355,99709.305483,true,6,6,False,False
31,15;90;115;355,101503.627668,true,6,6,False,False
32,15;100;115;355,99582.626785,true,7,7,True,True
33,10;95;115;355,99682.441922,true,7,7,False,False
34,20;95;115;355,99709.305483,true,7,7,False,False
35,15;90;115;355,101503.627668,true,7,7,False,False
36,15;100;115;355,99582.626785,true,7,7,True,False
37,10;95;115;355,99682.441922,true,7,7,False,False
38,20;95;115;355,99709.305483,true,7,7,False,False
39,15;90;115;355,101503.627668,true,7,7,False,False
40,15;100;115;355,99582.626785,true,8,8,True,True
41,10;95;115;355,99682.441922,true,8,8,False,False
42,20;95;115;355,99709.305483,true,8,8,False,False
43,15;90;115;355,101503.627668,true,8,8,False,False
44,15;100;115;355,99582.626785,true,8,8,True,False
45,10;95;115;355,99682.441922,true,8,8,False,False
46,20;95;115;355,99709.305483,true,8,8,False,False
47,15;90;115;355,101503.627668,true,8,8,False,False
48,15;100;115;355,99582.626785,true,9,8,True,True
49,10;95;115;355,99682.441922,true,9,8,False,False
50,20;95;115;355,99709.305483,true,9,8,False,False
51,15;90;115;355,101503.627668,true,9,8,False,False
52,15;100;115;355,99582.626785,true,9,8,True,False
53,10;95;115;355,99682.441922,true,9,8,False,False
54,20;95;115;355,99709.305483,true,9,8,False,False
55,15;90;115;355,101503.627668,true,9,8,False,False
56,15;100;115;355,99582.626785,true,10,8,True,True
57,10;95;115;355,99682.441922,true,10,8,False,False
58,20;95;115;355,99709.305483,true,10,8,False,False
59,15;90;115;355,101503.627668,true,10,8,False,False
60,15;100;115;355,99582.626785,true,10,8,True,False
61,10;95;115;355,99682.441922,true,10,8,False,False
62,20;95;115;355,99709.305483,true,10,8,False,False
63,15;90;115;355,101503.627668,true,10,8,False,False
64,15;100;115;355,99582.626785,true,11,8,True,True
65,10;95;115;355,99682.441922,true,11,8,False,False
66,20;95;115;355,99709.305483,true,11,8,False,False
67,15;90;115;355,101503.627668,true,11,8,False,False
68,15;100;115;355,99582.626785,true,11,8,True,False
69,10;95;115;355,99682.441922,true,11,8,False,False
70,20;95;115;355,99709.305483,true,11,8,False,False
71,15;90;115;355,101503.627668,true,11,8,False,False
72,15;100;115;355,99582.626785,true,12,8,True,True
73,10;95;115;355,99682.441922,true,12,8,False,False
74,20;95;115;355,99709.305483,true,12,8,False,False
75,15;90;115;355,101503.627668,true,12,8,False,False
76,15;100;115;355,99582.626785,true,12,8,True,False
77,10;95;115;355,99682.441922,true,12,8,False,False
78,20;95;115;355,99709.305483,true,12,8,False,False
79,15;90;115;355,101503.627668,true,12,8,False,False
80,15;100;115;355,99582.626785,true,13,8,True,True
81,10;95;115;355,99682.441922,true,13,8,False,False
82,20;95;115;355,99709.305483,true,13,8,False,False
83,15;90;115;355,101503.627668,true,13,8,False,False
84,15;100;115;355,99582.626785,true,13,8,True,False
85,10;95;115;355,99682.441922,true,13,8,False,False
86,20;95;115;355,99709.305483,true,13,8,False,False
87,15;90;115;355,101503.627668,true,13,8,False,False
88,15;100;115;355,99582.626785,true,14,8,True,True
89,10;95;115;355,99682.441922,true,14,8,False,False
90,20;95;115;355,99709.305483,true,14,8,False,False
91,15;90;115;355,101503.627668,true,14,8,False,False
92,15;100;115;355,99582.626785,true,14,8,True,False
93,10;95;115;355,99682.441922,true,14,8,False,False
94,20;95;115;355,99709.305483,true,14,8,False,False
95,15;90;115;355,101503.627668,true,14,8,False,False
96,15;100;115;355,99582.626785,true,15,8,True,True
97,10;95;115;355,99682.441922,true,15,8,False,False
98,20;95;115;355,99709.305483,true,15,8,False,False
99,15;90;115;355,101503.627668,true,15,8,False,False
100,15;100;115;355,99582.626785,true,15,8,True,False
101,10;95;115;355,99682.441922,true,15,8,False,False
102,20;95;115;355,99709.305483,true,15,8,False,False
103,15;90;115;355,101503.627668,true,15,8,False,False
104,15;100;115;355,99582.626785,true,16,8,True,True
105,10;95;115;355,99682.441922,true,16,8,False,False
106,20;95;115;355,99709.305483,true,16,8,False,False
107,15;90;115;355,101503.627668,true,16,8,False,False
108,15;100;115;355,99582.626785,true,16,8,True,False
109,10;95;115;355,99682.441922,true,16,8,False,False
110,20;95;115;355,99709.305483,true,16,8,False,False
111,15;90;115;355,101503.627668,true,16,8,False,False
112,15;100;115;355,99582.626785,true,17,8,True,True
113,10;95;115;355,99682.441922,true,17,8,False,False
114,20;95;115;355,99709.305483,true,17,8,False,False
115,15;90;115;355,101503.627668,true,17,8,False,False
116,15;100;115;355,99582.626785,true,17,8,True,False
