improvement,eval,angles_deg,objective
0,1,219;230;316;317,102453.941227
1,3,224;230;316;317,101410.894468
2,7,224;235;316;317,101241.452418
3,11,224;240;316;317,99947.466573
4,15,224;245;316;317,99331.585605
5,19,224;250;316;317,98437.955681
6,23,224;255;316;317,96824.443570
7,28,224;255;311;317,95595.159905
8,33,224;255;306;317,95268.956364
9,55,226;254;306;316,94820.225855
10,63,226;254;306;321,94772.122416
11,87,222;258;304;321,94749.974757
12,104,225;272;304;327,94696.278995
13,110,225;272;309;327,93962.106000
14,117,225;272;309;322,93920.428498
15,124,225;272;309;317,93344.845674
