improvement,eval,angles_deg,objective
0,1,5;100;115;355,100695.594187
1,2,5;100;115;350,99962.308900
2,11,5;100;120;350,99606.143399
3,13,5;105;115;350,99250.408041
4,18,0;105;115;350,99250.395488
5,19,10;105;115;350,98707.596950
6,22,5;105;115;345,98572.446223
7,26,5;105;115;340,98222.942609
8,29,5;105;120;345,98073.809529
9,36,0;105;120;345,98038.671824
10,41,5;105;125;345,97978.388648
11,46,0;105;125;345,97665.369604
12,56,0;105;125;340,97333.488100
13,62,0;105;125;335,96680.352971
14,66,0;105;125;330,96545.116232
15,74,0;105;120;330,96419.608195
16,86,0;105;120;325,96317.473539
17,92,0;105;115;325,96176.683320
18,100,0;105;110;325,96087.171159
19,110,0;105;110;320,96063.112516
