improvement,eval,angles_deg,objective
0,1,65;205;325;335,102492.886447
1,3,65;215;325;335,102442.475853
2,4,65;205;325;345,102433.930417
3,5,65;205;315;335,101836.855604
4,8,65;205;305;335,100725.390559
5,19,75;205;305;335,100454.957118
6,31,85;205;305;335,99793.799487
7,39,95;205;305;335,96763.086214
8,41,95;205;315;335,96709.456412
9,43,105;205;305;335,95833.633803
10,53,105;205;315;335,95819.637398
11,56,105;205;315;325,95164.991745
12,67,105;215;315;325,95077.599052
13,73,105;225;315;325,93506.094520
