improvement,eval,angles_deg,objective
0,1,23;32;34;229,165260.012750
1,2,13;32;34;229,149497.271792
2,3,3;32;34;229,132641.901377
3,4,353;32;34;229,119100.457724
4,5,343;32;34;229,109340.072054
5,6,333;32;34;229,105059.264193
6,7,323;32;34;229,104578.900055
7,10,323;22;34;229,104004.692730
8,13,323;12;34;229,102898.309090
9,16,323;2;34;229,100963.498961
10,19,323;352;34;229,100832.018498
11,20,313;352;34;229,100139.566496
12,25,313;352;24;229,100015.301452
13,57,283;326;359;213,97798.997151
14,58,273;326;359;213,95884.072912
15,61,273;316;359;213,95505.239093
16,69,273;316;359;223,94835.202779
