improvement,eval,angles_deg,objective
0,1,60;70;245;265,121994.917896
1,2,60;80;245;265,118312.791191
2,6,60;70;245;275,114562.894199
3,8,50;70;245;275,113881.591143
4,10,60;70;245;285,112506.937982
5,12,60;70;255;275,112336.926777
6,13,60;80;245;275,112328.522060
7,15,60;80;245;285,108617.081919
8,23,60;80;255;285,107251.438322
9,29,60;80;245;295,106858.917975
10,33,60;80;245;305,102569.377583
11,38,60;80;235;305,102357.141075
12,39,60;80;255;305,100908.199382
13,47,60;80;255;315,99584.815500
14,55,60;80;255;325,99195.585699
15,62,50;80;255;325,99120.944141
16,65,60;90;255;325,98948.899526
17,75,60;100;255;325,96604.022881
18,80,50;100;255;325,96366.716608
