improvement,eval,angles_deg,objective
0,1,35;135;320;355,100719.336287
1,2,25;135;320;355,100544.741956
2,3,45;135;320;355,100295.517228
3,6,35;135;310;355,99515.602378
4,10,25;135;310;355,99497.889261
5,11,45;135;310;355,99303.980796
6,13,35;145;310;355,98503.321842
7,19,45;145;310;355,98254.570854
8,27,55;145;310;355,98230.717847
9,61,38;144;306;355,97690.597636
10,68,48;144;306;355,97321.227170
11,76,58;144;306;355,97024.262349
12,164,77;144;310;358,96414.528281
13,197,60;144;307;3,96170.881089
14,415,79;144;310;356,95072.890671
15,442,97;144;305;1,94178.973161
16,449,97;144;315;1,94063.729605
