improvement,eval,angles_deg,objective
0,1,150;165;348;358,107041.286707
1,2,145;165;348;358,105797.350920
2,5,150;170;348;358,105787.530942
3,6,145;170;348;358,104824.633849
4,9,150;175;348;358,103948.667962
5,10,145;175;348;358,103806.527787
6,13,150;180;348;358,103361.638688
7,14,145;180;348;358,102836.627616
8,17,150;185;348;358,102697.981874
9,18,145;185;348;358,102448.467508
10,25,150;185;348;3,102059.034491
11,26,145;185;348;3,101975.661873
12,34,140;185;348;3,97548.916109
13,46,140;185;343;3,97545.327034
14,51,140;185;338;3,96504.055049
15,54,140;180;338;3,96484.484123
