improvement,eval,angles_deg,objective
0,1,60;70;245;265,121994.917896
1,2,55;70;245;265,121230.688860
2,3,50;70;245;265,121015.596636
3,4,45;70;245;265,120644.866172
4,5,40;70;245;265,120418.569866
5,8,40;65;245;265,120290.688023
6,9,40;60;245;265,118705.004774
7,13,40;60;250;265,118702.747905
8,15,40;60;255;265,117482.374058
9,19,40;60;255;270,112726.198901
10,21,40;60;255;275,110600.680768
11,23,40;60;255;280,108118.420902
12,25,40;60;255;285,107581.714324
13,27,40;60;255;290,106096.856877
14,29,40;60;255;295,105752.462029
15,31,40;60;255;300,103432.482405
16,33,40;60;255;305,102272.698703
17,35,40;60;255;310,100767.897517
18,38,35;60;255;310,100666.070808
