improvement,eval,angles_deg,objective
0,1,15;30;325;350,104785.793769
1,5,15;35;325;350,104333.176008
2,9,15;40;325;350,104192.346750
3,13,15;45;325;350,103593.453165
4,17,15;50;325;350,103008.770540
5,21,15;55;325;350,102901.156194
6,25,15;60;325;350,102657.145037
7,30,15;60;320;350,102187.142087
8,35,15;60;315;350,101629.860048
9,40,15;60;310;350,100527.291045
10,48,15;60;310;355,100506.153413
11,66,17;69;310;354,99714.224311
12,85,32;81;319;347,98159.789352
13,87,37;81;319;347,97875.181889
14,89,42;81;319;347,97720.199863
15,97,42;81;319;352,97052.107321
16,105,42;81;319;357,96213.376071
17,120,48;81;317;351,96127.999035
18,122,53;81;317;351,95962.982342
19,130,53;81;317;356,95385.513403
