improvement,eval,angles_deg,objective
0,1,5;100;115;355,100695.594187
1,3,10;100;115;355,100014.569438
2,8,5;100;115;350,99962.308900
3,10,5;100;115;345,99465.798142
4,15,5;105;115;350,99250.408041
5,21,5;105;120;350,98583.082702
6,22,5;105;115;345,98572.446223
7,26,5;105;115;340,98222.942609
8,33,5;105;120;345,98073.809529
9,35,5;105;125;345,97978.388648
10,46,0;105;125;345,97665.369604
11,56,0;105;125;340,97333.488100
12,58,0;105;125;335,96680.352971
13,66,0;105;125;330,96545.116232
14,74,0;105;125;325,96534.739823
15,80,0;105;120;330,96419.608195
16,84,0;105;120;325,96317.473539
17,96,0;105;115;325,96176.683320
18,98,0;105;110;325,96087.171159
19,107,0;105;110;320,96063.112516
