improvement,eval,angles_deg,objective
0,1,250;255;265;305,104333.441369
1,2,240;255;265;305,102047.456053
2,3,230;255;265;305,100231.686705
3,4,220;255;265;305,100122.895012
4,8,220;255;275;305,97546.726148
5,16,220;255;275;315,96781.432611
6,24,220;255;275;325,96096.951400
7,69,180;225;275;335,95312.819710
8,76,180;225;275;325,94860.794680
9,104,150;225;265;325,94830.795315
10,105,140;225;265;325,91920.193142
11,110,140;225;255;325,91447.106386
12,117,140;225;255;315,90292.941469
