improvement,eval,angles_deg,objective
0,1,70;75;125;255,105087.130205
1,2,60;75;125;255,103211.349532
2,7,70;75;135;255,101971.222487
3,10,60;75;135;255,100972.069607
4,18,50;75;135;255,100636.272617
5,21,60;85;135;255,99754.476279
6,29,60;95;135;255,96500.360621
7,37,60;105;135;255,95787.271068
8,51,66;105;153;272,95547.354974
9,55,76;105;143;272,94942.312061
10,59,66;105;143;272,94086.766816
11,67,56;105;143;272,93511.963492
12,119,42;110;142;272,93192.497920
13,120,42;130;142;272,92878.951185
14,128,42;140;142;272,90423.078663
15,137,42;140;132;272,90177.760766
