improvement,eval,angles_deg,objective
0,1,85;135;265;355,100945.199919
1,2,75;135;265;355,100202.281447
2,3,65;135;265;355,99765.347338
3,4,55;135;265;355,99179.566247
4,8,55;145;265;355,98829.352628
5,13,55;145;255;355,98785.842762
6,14,45;145;255;355,98662.497269
7,15,35;145;255;355,98534.254708
8,18,35;135;255;355,98489.251831
9,28,35;145;255;5,98464.176051
10,57,55;145;275;5,97062.754812
11,58,45;145;275;5,96931.933093
12,110,55;145;275;355,96927.494389
13,112,65;145;275;355,96899.761230
14,184,55;135;275;335,96697.353535
15,185,45;135;275;335,96677.450934
16,192,45;135;275;325,96582.013231
17,193,35;135;275;325,96413.948221
18,197,35;145;275;325,95978.368899
19,204,35;145;275;315,95061.719994
