improvement,eval,angles_deg,objective
0,1,40;160;165;305,100947.795105
1,3,45;160;165;305,100427.090963
2,5,50;160;165;305,100400.558245
3,7,55;160;165;305,100161.356737
4,10,55;155;165;305,99091.502094
5,13,55;150;165;305,98084.521832
6,15,60;150;165;305,98065.985476
7,20,60;150;160;305,97264.907731
8,21,55;150;160;305,97259.121819
9,29,55;150;160;310,96986.481447
10,30,50;150;160;310,96922.588078
11,40,78;205;106;310,96291.222601
12,44,78;210;106;310,96224.900675
13,83,45;274;139;310,95904.447034
14,84,40;274;139;310,95855.795368
15,88,40;279;139;310,95177.296444
16,89,35;279;139;310,95132.771123
17,95,35;279;144;310,93328.870375
18,97,40;279;144;310,93236.375242
19,325,356;225;107;310,93127.123816
20,330,356;225;102;310,90706.872988
