improvement,eval,angles_deg,objective
0,1,70;150;180;290,97541.696832
1,2,65;150;180;290,97336.094920
2,3,60;150;180;290,97075.272388
3,22,51;142;184;290,96672.052333
4,24,56;142;184;290,96535.477778
5,29,56;142;179;290,95738.328221
6,30,51;142;179;290,95717.197194
7,45,51;141;186;296,94527.998819
8,47,56;141;186;296,94519.293564
9,52,56;141;181;296,93432.374340
10,53,51;141;181;296,93358.263722
11,60,51;141;181;291,92592.487819
12,67,51;141;181;286,92409.433437
13,74,51;141;181;281,91974.900295
14,107,51;141;181;273,90781.669205
15,192,42;141;167;273,90767.542271
