improvement,eval,angles_deg,objective
0,1,97;251;261;332,99018.042462
1,3,102;251;261;332,95711.513679
2,12,102;246;261;332,95082.252753
3,13,102;256;261;332,94711.405159
4,14,102;251;256;332,93711.777217
5,19,102;251;256;327,93361.142773
6,23,102;246;256;332,93007.278925
7,24,102;241;256;332,92999.103915
8,28,102;246;256;327,92798.444008
9,36,102;241;256;327,92657.413028
10,40,102;236;256;327,92525.440779
11,48,102;231;256;327,91921.796386
12,56,102;226;256;327,91553.982320
13,68,102;226;256;322,90941.114462
14,72,102;226;256;317,90526.855880
