improvement,eval,angles_deg,objective
0,1,27;36;223;249,131979.726849
1,2,22;36;223;249,128527.643439
2,9,27;36;223;254,126430.193892
3,11,27;36;223;259,123770.400135
4,12,22;36;223;254,123520.054211
5,18,17;36;223;254,119184.733889
6,26,12;36;223;254,116336.148909
7,34,7;36;223;254,112866.191599
8,42,2;36;223;254,109375.313647
9,50,357;36;223;254,106313.970593
10,58,352;36;223;254,104847.438405
11,66,347;36;223;254,103455.545527
12,74,342;36;223;254,101621.589382
13,82,337;36;223;254,99626.123261
14,90,332;36;223;254,99093.338153
15,98,327;36;223;254,98285.926046
16,106,322;36;223;254,97784.666790
17,114,317;36;223;254,97406.722701
