rafaga,paso_en_rafaga,eval_antes,eval_despues,angles_antes,angles_despues,slots_distintos,slot_movido,delta_deg,obj_antes,obj_despues
1,1,24,33,220;255;275;325,220;269;275;325,1,1,14,96096.9514,97666.181584
1,2,33,34,220;269;275;325,220;269;291;325,1,2,16,97666.181584,98086.088476
1,3,34,35,220;269;291;325,238;269;291;325,1,0,18,98086.088476,99086.858782
2,1,50,59,228;279;271;325,228;279;254;325,1,2,17,94799.788363,96908.380856
2,2,59,60,228;279;254;325,228;279;254;307,1,3,18,96908.380856,97459.867436
2,3,60,61,228;279;254;307,228;265;254;307,1,1,14,97459.867436,99654.256598
3,1,50,82,228;279;271;325,228;266;271;325,1,1,13,94799.788363,96755.019954
3,2,82,83,228;266;271;325,228;266;271;307,1,3,18,96755.019954,97588.773162
3,3,83,84,228;266;271;307,214;266;271;307,1,0,14,97588.773162,98384.602671
4,1,97,106,224;256;271;317,224;256;271;334,1,3,17,92870.919385,94174.836632
4,2,106,107,224;256;271;334,224;256;258;334,1,2,13,94174.836632,95403.17885
4,3,107,108,224;256;258;334,224;268;258;334,1,1,12,95403.17885,95847.370951
5,1,97,120,224;256;271;317,224;256;258;317,1,2,13,92870.919385,93809.155483
5,2,120,121,224;256;258;317,224;267;258;317,1,1,11,93809.155483,94688.83599
5,3,121,122,224;267;258;317,224;267;258;332,1,3,15,94688.83599,95893.624008
6,1,97,142,224;256;271;317,224;256;253;317,1,2,18,92870.919385,94811.150189
6,2,142,143,224;256;253;317,210;256;253;317,1,0,14,94811.150189,97161.768983
6,3,143,144,210;256;253;317,210;256;253;302,1,3,15,97161.768983,100877.5706
7,1,97,173,224;256;271;317,224;256;271;302,1,3,15,92870.919385,96178.463687
7,2,173,174,224;256;271;302,224;256;259;302,1,2,12,96178.463687,100271.996999
7,3,174,175,224;256;259;302,207;256;259;302,1,0,17,100271.996999,102267.823992
8,1,97,201,224;256;271;317,224;238;271;317,1,1,18,92870.919385,95063.306824
8,2,201,202,224;238;271;317,224;238;253;317,1,2,18,95063.306824,96842.734301
8,3,202,203,224;238;253;317,205;238;253;317,1,0,19,96842.734301,99668.884183
9,1,97,224,224;256;271;317,224;256;257;317,1,2,14,92870.919385,94721.367497
9,2,224,225,224;256;257;317,224;268;257;317,1,1,12,94721.367497,94611.404406
9,3,225,226,224;268;257;317,224;268;257;336,1,3,19,94611.404406,96430.104622
10,1,97,249,224;256;271;317,224;267;271;317,1,1,11,92870.919385,95937.750715
10,2,249,250,224;267;271;317,207;267;271;317,1,0,17,95937.750715,96806.395807
10,3,250,251,207;267;271;317,207;267;256;317,1,2,15,96806.395807,96152.085891
