improvement,eval,angles_deg,objective
0,1,150;165;348;358,107041.286707
1,2,150;155;348;358,106503.535302
2,3,140;155;348;358,100111.420160
3,6,140;155;348;8,98576.208472
4,7,140;145;348;8,97579.505068
5,9,140;145;348;18,96532.088234
6,11,140;145;358;18,95948.462135
7,13,140;145;358;28,95716.840791
8,14,140;135;358;28,94986.211813
9,15,140;125;358;28,94804.729289
10,18,140;115;358;28,94773.784942
11,20,140;115;358;38,94605.771655
12,24,140;115;358;48,94417.654922
13,29,140;105;358;48,91702.673744
14,35,140;105;358;58,91552.416837
