improvement,eval,angles_deg,objective
0,1,10;282;345;359,105162.893802
1,3,15;282;345;359,104209.735602
2,6,10;282;340;359,103488.489051
3,10,10;282;335;359,102234.043909
4,18,10;282;330;359,101404.846646
5,23,15;282;335;359,101319.786863
6,27,20;282;335;359,101242.618706
7,28,15;277;335;359,101072.110289
8,30,15;282;330;359,100689.570717
9,34,15;282;325;359,100463.510762
10,40,15;277;330;359,100164.087406
11,42,15;272;330;359,96554.369927
12,52,15;272;325;359,96129.904887
13,58,15;272;320;359,95882.530512
14,60,15;272;325;354,95487.618896
15,124,30;270;317;356,95436.258328
16,130,25;270;317;1,95238.542376
17,134,30;270;317;1,95180.909934
