improvement,eval,angles_deg,objective
0,1,39;41;87;228,118566.805177
1,2,34;41;87;228,117028.226409
2,7,39;41;92;228,114506.768453
3,10,34;41;92;228,113400.308064
4,12,39;36;92;228,113043.624796
5,15,39;41;97;228,110888.735740
6,18,34;41;97;228,109959.057647
7,23,39;41;102;228,104973.407984
8,26,34;41;102;228,104004.032701
9,34,29;41;102;228,103131.689957
10,42,24;41;102;228,102540.375565
11,50,19;41;102;228,101488.975706
12,58,14;41;102;228,100575.031947
13,66,9;41;102;228,99617.169694
14,74,4;41;102;228,97830.202450
15,82,359;41;102;228,96499.699931
16,90,354;41;102;228,96126.378683
17,100,354;36;102;228,95820.221500
18,108,354;31;102;228,95649.310403
19,131,342;17;102;222,95107.088347
