rafaga,paso_en_rafaga,eval_antes,eval_despues,angles_antes,angles_despues,slots_distintos,slot_movido,delta_deg,obj_antes,obj_despues
1,1,49,58,35;140;270;315,52;140;270;315,1,0,17,91201.061621,91143.94257
1,2,58,59,52;140;270;315,52;140;270;331,1,3,16,91143.94257,91954.690279
1,3,59,60,52;140;270;331,52;140;288;331,1,2,18,91954.690279,93888.461032
2,1,49,70,35;140;270;315,19;140;270;315,1,0,16,91201.061621,92714.648131
2,2,70,71,19;140;270;315,19;140;270;298,1,3,17,92714.648131,93853.589621
2,3,71,72,19;140;270;298,19;140;257;298,1,2,13,93853.589621,92955.166217
3,1,49,92,35;140;270;315,35;140;270;299,1,3,16,91201.061621,93251.992189
3,2,92,93,35;140;270;299,35;155;270;299,1,1,15,93251.992189,97619.452693
3,3,93,94,35;155;270;299,35;155;286;299,1,2,16,97619.452693,100672.454357
4,1,49,124,35;140;270;315,35;140;256;315,1,2,14,91201.061621,90861.066444
4,2,124,125,35;140;256;315,47;140;256;315,1,0,12,90861.066444,91023.973169
4,3,125,126,47;140;256;315,47;140;256;298,1,3,17,91023.973169,93374.283369
5,1,49,143,35;140;270;315,35;154;270;315,1,1,14,91201.061621,95920.628497
5,2,143,144,35;154;270;315,52;154;270;315,1,0,17,95920.628497,95714.145251
5,3,144,145,52;154;270;315,52;154;287;315,1,2,17,95714.145251,99725.46465
6,1,49,173,35;140;270;315,35;140;252;315,1,2,18,91201.061621,94169.078285
6,2,173,174,35;140;252;315,54;140;252;315,1,0,19,94169.078285,94276.675651
6,3,174,175,54;140;252;315,54;140;252;300,1,3,15,94276.675651,95905.158282
7,1,49,212,35;140;270;315,35;140;253;315,1,2,17,91201.061621,92389.604302
7,2,212,213,35;140;253;315,48;140;253;315,1,0,13,92389.604302,92499.152831
7,3,213,214,48;140;253;315,48;158;253;315,1,1,18,92499.152831,97354.126393
8,1,49,227,35;140;270;315,35;140;270;326,1,3,11,91201.061621,91884.712367
8,2,227,228,35;140;270;326,35;140;282;326,1,2,12,91884.712367,94071.867923
8,3,228,229,35;140;282;326,19;140;282;326,1,0,16,94071.867923,95033.423164
9,1,245,254,39;140;272;316,39;155;272;316,1,1,15,89299.683565,93819.081872
9,2,254,255,39;155;272;316,39;155;272;298,1,3,18,93819.081872,96109.904171
9,3,255,256,39;155;272;298,27;155;272;298,1,0,12,96109.904171,96565.180697
10,1,245,281,39;140;272;316,39;154;272;316,1,1,14,89299.683565,93562.847136
10,2,281,282,39;154;272;316,39;154;287;316,1,2,15,93562.847136,98649.790452
10,3,282,283,39;154;287;316,39;154;287;305,1,3,11,98649.790452,100249.684548
