improvement,eval,angles_deg,objective
0,1,35;160;250;345,103979.676688
1,2,30;160;250;345,103948.230961
2,4,35;155;250;345,103314.424220
3,7,35;160;255;345,101616.096030
4,12,35;160;255;340,100077.670087
5,18,35;160;255;335,99312.147557
6,26,35;160;255;330,98607.932604
7,34,35;160;255;325,98151.548908
8,42,35;160;255;320,98078.714600
9,44,30;160;255;325,97867.522413
10,63,38;160;257;331,96509.148067
11,69,38;160;257;326,95924.851014
12,75,38;160;257;321,95542.406127
13,83,38;160;257;316,95409.965606
14,91,38;160;257;311,95178.747489
15,101,33;160;257;311,95072.851843
16,160,33;169;270;309,94259.715628
