eval,angles_deg,objective,cached,ptv_PTVHD_u2,ptv_PTVLD_u2,oar_BLADDER_v2,oar_RECTUM_v2
1,"80;115;265;280",104235.115667,false,8258.206482,26805.905176,85213.630613,53128.377404
2,"75;115;265;280",105304.488334,false,7829.565561,27505.099588,84535.628753,55404.017618
3,"85;115;265;280",106927.706467,false,8206.012951,27608.215600,85666.225525,56560.730304
4,"80;110;265;280",105427.770389,false,8604.980666,27096.055705,86132.746496,53320.721540
5,"80;120;265;280",103265.214901,false,7832.318794,26884.736292,84072.249555,53024.070075
6,"80;115;265;280",104235.115667,true,8258.206482,26805.905176,85213.630613,53128.377404
7,"80;125;265;280",101213.498727,false,7298.922440,26427.952305,82233.541320,52739.706644
8,"80;120;265;280",103265.214901,true,7832.318794,26884.736292,84072.249555,53024.070075
9,"80;130;265;280",100589.595236,false,7052.398803,26434.585078,80923.583552,53281.639158
10,"80;125;265;280",101213.498727,true,7298.922440,26427.952305,82233.541320,52739.706644
11,"80;135;265;280",98809.796777,false,6759.349251,25302.064739,80471.610858,53025.154716
12,"80;130;265;280",100589.595236,true,7052.398803,26434.585078,80923.583552,53281.639158
13,"80;140;265;280",94483.103176,false,6579.147230,23831.305069,80203.887165,47941.414586
14,"80;135;265;280",98809.796777,true,6759.349251,25302.064739,80471.610858,53025.154716
15,"80;145;265;280",98193.707196,false,6370.748724,25457.554490,80743.670283,51987.137681
16,"80;140;260;280",95342.200701,false,6795.210718,23862.391156,79767.618925,49601.578729
17,"80;140;270;280",93150.803239,false,6367.801605,23462.106533,80823.090936,45818.699267
18,"80;140;265;280",94483.103176,true,6579.147230,23831.305069,80203.887165,47941.414586
19,"80;140;275;280",93319.057412,false,6520.629843,23236.441364,80790.988758,46332.983652
20,"80;140;270;275",93981.019609,false,6345.720534,23411.260877,81685.844916,46762.231478
21,"80;140;270;285",93644.154078,false,6432.013537,23313.026351,80637.004998,47161.223383
22,"75;140;270;280",94146.454019,false,6168.887669,24020.387114,80437.439563,47476.918908
23,"85;140;270;280",95730.163450,false,6489.120343,24171.004536,81536.516141,48603.561000
24,"80;135;270;280",96745.889395,false,6679.583943,24510.208356,80854.296257,50257.897934
25,"80;145;270;280",96316.543530,false,6318.068804,24722.035593,81047.309423,49505.568845
