improvement,eval,angles_deg,objective
0,1,34;38;120;121,108689.649337
1,2,29;38;120;121,107446.336612
2,3,24;38;120;121,106578.828657
3,4,19;38;120;121,105505.767101
4,5,14;38;120;121,105185.044974
5,6,9;38;120;121,104791.526944
6,7,4;38;120;121,103048.995187
7,8,359;38;120;121,102312.897972
8,9,354;38;120;121,101871.921340
9,12,354;33;120;121,101846.225078
10,15,354;33;115;121,100834.872914
11,16,354;33;110;121,99634.859246
12,17,354;33;105;121,97166.753416
13,20,354;33;105;116,97163.784389
14,24,359;33;105;116,97110.047202
15,32,359;33;105;121,96816.315046
16,34,359;33;105;126,96591.412510
17,36,359;33;105;131,95872.129830
18,38,359;33;105;136,95461.895066
19,40,359;33;105;141,90578.179768
20,85,358;42;103;141,90532.888545
21,91,3;42;103;141,90498.146696
