improvement,eval,angles_deg,objective
0,1,250;255;265;305,104333.441369
1,2,245;255;265;305,103056.589028
2,3,240;255;265;305,102047.456053
3,9,240;255;270;305,99291.930154
4,17,240;255;270;310,97676.255048
5,18,235;255;270;310,97573.165599
6,19,230;255;270;310,96310.784401
7,20,225;255;270;310,95247.543186
8,36,222;256;279;310,94793.586207
9,41,222;256;274;310,94733.261532
10,127,225;255;279;312,94166.889087
11,135,225;255;279;317,93742.793352
12,149,225;256;270;326,93604.634014
13,155,225;256;275;326,93476.226919
14,161,225;256;280;326,93421.784801
15,201,225;256;271;326,92581.194281
