improvement,eval,angles_deg,objective
0,1,25;60;240;300,105989.158792
1,7,25;60;245;300,105964.596436
2,9,30;60;245;300,105921.318845
3,11,35;60;245;300,105500.322711
4,17,35;60;250;300,105016.326018
5,23,35;60;255;300,103064.286834
6,31,35;60;255;305,101944.015564
7,39,35;60;255;310,100666.070808
8,56,35;60;255;324,100444.575745
9,57,30;60;255;324,100388.926039
10,60,30;55;255;324,100273.727393
11,71,35;48;255;324,100243.993604
12,75,35;53;255;324,100235.962738
13,93,35;48;253;324,100041.568357
14,97,35;53;253;324,99913.965228
15,103,35;53;258;324,97959.279043
16,164,15;52;256;333,97772.257467
17,171,15;52;256;328,97358.228601
18,182,5;46;256;328,97161.645050
19,183,0;46;256;328,96639.683064
20,186,0;41;256;328,96629.048852
21,189,0;36;256;328,96438.996642
22,196,0;36;256;323,96013.396335
23,199,0;31;256;323,95975.236796
24,206,0;31;256;318,95963.513449
25,210,0;36;256;318,95896.550786
26,217,0;36;256;313,95687.296950
27,220,0;31;256;313,95673.352643
