improvement,eval,angles_deg,objective
0,1,85;135;265;355,100945.199919
1,2,80;135;265;355,99037.259955
2,6,80;140;265;355,94545.004052
3,10,80;140;270;355,93451.670174
4,14,80;140;270;0,92888.903715
5,22,80;140;275;0,92818.081318
6,24,80;140;280;0,92710.298192
7,43,57;141;279;0,91860.238081
8,48,52;141;279;0,91811.837777
9,49,47;141;279;0,91777.932109
10,50,42;141;279;0,91516.518733
11,76,51;141;272;6,91362.863871
12,78,56;141;272;6,91356.139358
13,85,56;141;272;1,90343.439684
14,86,56;141;272;356,90291.956849
15,90,61;141;272;356,90227.092376
16,92,66;141;272;356,90214.992298
