rafaga,paso_en_rafaga,eval_antes,eval_despues,angles_antes,angles_despues,slots_distintos,slot_movido,delta_deg,obj_antes,obj_despues
1,1,32,41,80;140;280;0,80;140;289;0,1,2,9,92710.298192,93105.932275
1,2,41,42,80;140;289;0,80;146;289;0,1,1,6,93105.932275,97473.741498
1,3,42,43,80;146;289;0,72;146;289;0,1,0,8,97473.741498,99467.030465
2,1,62,71,42;141;279;0,49;141;279;0,1,0,7,91516.518733,91663.724087
2,2,71,72,49;141;279;0,49;141;285;0,1,2,6,91663.724087,93736.289914
2,3,72,73,49;141;285;0,49;147;285;0,1,1,6,93736.289914,98650.558342
3,1,62,100,42;141;279;0,42;141;279;6,1,3,6,91516.518733,92675.749017
3,2,100,101,42;141;279;6,42;141;272;6,1,2,7,92675.749017,91317.781451
3,3,101,102,42;141;272;6,51;141;272;6,1,0,9,91317.781451,91362.863871
4,1,122,131,66;141;272;356,66;132;272;356,1,1,9,90214.992298,94558.246933
4,2,131,132,66;132;272;356,66;132;265;356,1,2,7,94558.246933,99017.522752
4,3,132,133,66;132;265;356,66;132;265;349,1,3,7,99017.522752,100010.507045
5,1,122,159,66;141;272;356,66;133;272;356,1,1,8,90214.992298,94719.009979
5,2,159,160,66;133;272;356,72;133;272;356,1,0,6,94719.009979,95951.984448
5,3,160,161,72;133;272;356,72;133;272;2,1,3,6,95951.984448,96226.086875
6,1,122,180,66;141;272;356,66;149;272;356,1,1,8,90214.992298,95350.351547
6,2,180,181,66;149;272;356,66;149;272;350,1,3,6,95350.351547,96582.55892
6,3,181,182,66;149;272;350,66;149;281;350,1,2,9,96582.55892,99775.759148
7,1,122,213,66;141;272;356,59;141;272;356,1,0,7,90214.992298,90120.671461
7,2,213,214,59;141;272;356,59;141;279;356,1,2,7,90120.671461,91721.082354
7,3,214,215,59;141;279;356,59;135;279;356,1,1,6,91721.082354,95848.392638
8,1,122,238,66;141;272;356,60;141;272;356,1,0,6,90214.992298,89831.752232
8,2,238,239,60;141;272;356,60;141;264;356,1,2,8,89831.752232,93357.394365
8,3,239,240,60;141;264;356,60;134;264;356,1,1,7,93357.394365,98093.465547
9,1,122,268,66;141;272;356,66;149;272;356,1,1,8,90214.992298,95350.351547
9,2,268,269,66;149;272;356,75;149;272;356,1,0,9,95350.351547,96502.462008
9,3,269,270,75;149;272;356,75;149;272;347,1,3,9,96502.462008,98498.453239
10,1,122,301,66;141;272;356,66;141;272;4,1,3,8,90214.992298,90723.177446
10,2,301,302,66;141;272;4,66;141;264;4,1,2,8,90723.177446,94805.361961
10,3,302,303,66;141;264;4,59;141;264;4,1,0,7,94805.361961,94020.953732
