improvement,eval,angles_deg,objective
0,1,70;150;180;290,97541.696832
1,2,65;150;180;290,97336.094920
2,10,60;150;180;290,97075.272388
3,31,66;142;184;290,96952.254129
4,35,61;142;184;290,96898.180452
5,39,66;142;179;290,95974.586691
6,55,66;141;186;296,94723.232806
7,64,66;141;181;296,93508.348608
8,74,66;141;181;291,92935.874322
9,75,66;141;181;301,92797.468348
10,76,61;141;181;301,92786.765080
11,83,66;141;181;306,91916.489428
12,84,61;141;181;306,91803.243599
13,92,56;141;181;306,91404.553959
14,100,51;141;181;306,91295.915100
15,131,44;141;168;309,90647.948796
