improvement,eval,angles_deg,objective
0,1,5;100;115;355,100695.594187
1,2,5;100;115;350,99962.308900
2,4,5;100;120;350,99606.143399
3,5,0;100;120;350,99371.227904
4,6,0;100;120;345,99064.465573
5,8,0;105;120;345,98038.671824
6,11,0;105;120;340,97589.340801
7,13,0;105;125;340,97333.488100
8,18,0;105;125;335,96680.352971
9,19,0;105;125;330,96545.116232
10,20,0;105;120;330,96419.608195
11,25,0;105;120;325,96317.473539
12,28,0;105;115;325,96176.683320
13,31,0;105;110;325,96087.171159
14,36,0;105;110;320,96063.112516
