improvement,eval,angles_deg,objective
0,1,28;80;155;336,99954.009641
1,3,33;80;155;336,99586.752914
2,7,28;80;160;336,99507.805734
3,8,28;80;155;331,98911.881841
4,10,28;80;155;326,98386.033962
5,16,28;80;150;331,97751.897071
6,20,28;80;150;326,97008.602751
7,26,28;80;150;321,96695.064525
8,29,33;80;150;326,96484.898980
9,35,38;80;150;326,96326.049471
10,40,33;80;150;321,96188.862828
11,42,33;80;150;316,95567.642996
12,53,38;80;150;316,95515.594054
13,62,38;80;145;316,95388.797264
14,66,38;80;140;316,91748.284729
15,76,38;80;140;311,91351.080636
