improvement,eval,angles_deg,objective
0,1,150;165;348;358,107041.286707
1,2,140;165;348;358,100626.316779
2,10,140;155;348;358,100111.420160
3,11,140;175;348;358,98895.072360
4,12,140;165;338;358,98405.979090
5,17,140;175;338;358,97584.144221
6,18,140;165;328;358,97284.564901
7,25,140;175;328;358,96987.000505
8,29,140;165;328;8,96745.038866
9,33,140;175;328;8,96200.720212
10,37,140;165;328;18,95800.059702
11,41,140;175;328;18,95028.954890
12,50,140;175;318;18,94789.598349
13,58,140;175;308;18,92983.644846
14,69,140;175;308;28,92776.446474
15,77,140;175;308;38,92678.613679
16,85,140;175;308;48,92588.980081
17,93,140;175;308;58,92338.854242
