eval,angles_deg,objective,cached,ronda,tenure,prohibido,aceptado
1,150;165;348;358,107041.286707,false,0,,,
2,140;165;348;358,100626.316779,false,1,5,False,True
3,160;165;348;358,120253.083724,false,1,5,False,False
4,150;155;348;358,106503.535302,false,1,5,False,False
5,150;175;348;358,103948.667962,false,1,5,False,False
6,150;165;338;358,105787.247416,false,1,5,False,False
7,150;165;348;8,104185.686119,false,1,5,False,False
8,130;165;348;358,105141.572512,false,1,5,False,False
9,150;165;348;358,107041.286707,true,1,5,False,False
10,140;155;348;358,100111.420160,false,2,5,False,True
11,140;175;348;358,98895.072360,false,2,5,False,True
12,140;165;338;358,98405.979090,false,2,5,False,True
13,140;165;348;8,98774.124232,false,2,5,False,False
14,130;165;338;358,102985.353248,false,2,5,False,False
15,150;165;338;358,105787.247416,true,2,5,False,False
16,140;155;338;358,100161.062140,false,2,5,False,False
17,140;175;338;358,97584.144221,false,2,5,False,True
18,140;165;328;358,97284.564901,false,3,5,False,True
19,140;165;348;358,100626.316779,true,3,5,True,False
20,140;165;338;348,102677.368600,false,3,5,False,False
21,140;165;338;8,97518.627365,false,3,5,False,False
22,130;165;328;358,102025.111443,false,3,5,False,False
23,150;165;328;358,102187.280560,false,3,5,False,False
24,140;155;328;358,98390.939912,false,3,5,False,False
25,140;175;328;358,96987.000505,false,3,5,False,True
26,140;165;318;358,97170.826242,false,4,5,False,True
27,140;165;338;358,98405.979090,true,4,5,False,False
28,140;165;328;348,100389.029163,false,4,5,False,False
29,140;165;328;8,96745.038866,false,4,5,False,True
30,130;165;328;8,101481.346092,false,4,5,False,False
31,150;165;328;8,101072.531734,false,4,5,False,False
32,140;155;328;8,97791.383457,false,4,5,False,False
33,140;175;328;8,96200.720212,false,4,5,False,True
34,140;165;318;8,96451.035937,false,5,5,False,True
35,140;165;338;8,97518.627365,true,5,5,False,False
36,140;165;328;358,97284.564901,true,5,5,False,False
37,140;165;328;18,95800.059702,false,5,5,False,True
38,130;165;328;18,100753.539541,false,5,5,False,False
39,150;165;328;18,100227.654345,false,5,5,False,False
40,140;155;328;18,96829.827541,false,5,5,False,False
41,140;175;328;18,95028.954890,false,5,5,False,True
42,140;165;318;18,95577.733118,false,6,5,False,True
43,140;165;338;18,96301.369862,false,6,5,False,False
44,140;165;328;8,96745.038866,true,6,5,False,False
45,140;165;328;28,95848.174946,false,6,5,False,False
46,130;175;328;18,100394.298610,false,6,5,False,False
47,150;175;328;18,99574.332471,false,6,5,False,False
48,140;165;328;18,95800.059702,true,6,5,False,False
49,140;185;328;18,96417.253878,false,6,5,False,False
50,140;175;318;18,94789.598349,false,7,5,False,True
51,140;175;338;18,96056.873916,false,7,5,False,False
52,140;175;328;8,96200.720212,true,7,5,True,False
53,140;175;328;28,95080.801254,false,7,5,False,False
54,130;175;318;18,100018.434483,false,7,5,False,False
55,150;175;318;18,98227.924495,false,7,5,False,False
56,140;165;318;18,95577.733118,true,7,5,True,False
57,140;185;318;18,96064.650813,false,7,5,False,False
58,140;175;308;18,92983.644846,false,8,5,False,True
59,140;175;328;18,95028.954890,true,8,5,True,False
60,140;175;318;8,95673.520506,false,8,5,False,False
61,140;175;318;28,94681.719945,false,8,5,False,False
62,130;175;308;18,100298.662347,false,8,5,False,False
63,150;175;308;18,97406.010117,false,8,5,False,False
64,140;165;308;18,93662.659895,false,8,5,False,False
65,140;185;308;18,94231.107974,false,8,5,False,False
66,140;175;298;18,94941.961194,false,9,5,False,True
67,140;175;318;18,94789.598349,true,9,5,True,False
68,140;175;308;8,93807.120969,false,9,5,False,True
69,140;175;308;28,92776.446474,false,9,5,False,True
70,130;175;308;28,99735.613258,false,9,5,False,False
71,150;175;308;28,97485.515806,false,9,5,False,False
72,140;165;308;28,93463.365542,false,9,5,False,False
73,140;185;308;28,93596.632159,false,9,5,False,False
74,140;175;298;28,94824.262249,false,10,5,False,True
75,140;175;318;28,94681.719945,true,10,5,False,True
76,140;175;308;18,92983.644846,true,10,5,True,False
77,140;175;308;38,92678.613679,false,10,5,False,True
78,130;175;308;38,99786.460858,false,10,5,False,False
79,150;175;308;38,97429.618511,false,10,5,False,False
80,140;165;308;38,93456.529053,false,10,5,False,False
81,140;185;308;38,93628.952857,false,10,5,False,False
82,140;175;298;38,94610.803816,false,11,4,False,True
83,140;175;318;38,94873.476571,false,11,4,False,False
84,140;175;308;28,92776.446474,true,11,4,True,False
85,140;175;308;48,92588.980081,false,11,4,False,True
86,130;175;308;48,99218.700399,false,11,4,False,False
87,150;175;308;48,97198.924647,false,11,4,False,False
88,140;165;308;48,93392.310657,false,11,4,False,False
89,140;185;308;48,93552.872097,false,11,4,False,False
90,140;175;298;48,94539.759620,false,12,4,False,True
91,140;175;318;48,94346.558841,false,12,4,False,True
92,140;175;308;38,92678.613679,true,12,4,True,False
93,140;175;308;58,92338.854242,false,12,4,False,True
94,130;175;308;58,98931.071596,false,12,4,False,False
95,150;175;308;58,96797.762198,false,12,4,False,False
96,140;165;308;58,93278.447634,false,12,4,False,False
97,140;185;308;58,93312.219157,false,12,4,False,False
98,140;175;298;58,94204.794654,false,13,4,False,True
99,140;175;318;58,94044.476989,false,13,4,False,True
100,140;175;308;48,92588.980081,true,13,4,True,False
101,140;175;308;68,92750.565797,false,13,4,False,True
102,130;175;308;58,98931.071596,true,13,4,False,False
103,150;175;308;58,96797.762198,true,13,4,False,False
104,140;165;308;58,93278.447634,true,13,4,False,False
105,140;185;308;58,93312.219157,true,13,4,False,False
106,140;175;298;58,94204.794654,true,14,4,False,True
107,140;175;318;58,94044.476989,true,14,4,False,True
108,140;175;308;48,92588.980081,true,14,4,True,False
109,140;175;308;68,92750.565797,true,14,4,True,False
110,130;175;308;58,98931.071596,true,14,4,False,False
111,150;175;308;58,96797.762198,true,14,4,False,False
112,140;165;308;58,93278.447634,true,14,4,False,True
113,140;185;308;58,93312.219157,true,14,4,False,False
114,140;175;298;58,94204.794654,true,15,4,False,True
115,140;175;318;58,94044.476989,true,15,4,False,True
116,140;175;308;48,92588.980081,true,15,4,True,False
117,140;175;308;68,92750.565797,true,15,4,True,False
118,130;175;308;58,98931.071596,true,15,4,False,False
119,150;175;308;58,96797.762198,true,15,4,False,False
120,140;165;308;58,93278.447634,true,15,4,True,False
121,140;185;308;58,93312.219157,true,15,4,False,True
122,140;175;298;58,94204.794654,true,16,4,False,True
123,140;175;318;58,94044.476989,true,16,4,False,True
124,140;175;308;48,92588.980081,true,16,4,False,True
125,140;175;308;68,92750.565797,true,16,4,True,False
126,130;175;308;58,98931.071596,true,16,4,False,False
127,150;175;308;58,96797.762198,true,16,4,False,False
128,140;165;308;58,93278.447634,true,16,4,True,False
129,140;185;308;58,93312.219157,true,16,4,True,False
130,140;175;298;58,94204.794654,true,17,4,False,True
131,140;175;318;58,94044.476989,true,17,4,False,True
132,140;175;308;48,92588.980081,true,17,4,True,False
