improvement,eval,angles_deg,objective
0,1,60;70;245;265,121994.917896
1,2,50;70;245;265,121015.596636
2,3,40;70;245;265,120418.569866
3,6,40;60;245;265,118705.004774
4,10,40;60;255;265,117482.374058
5,12,40;60;255;275,110600.680768
6,14,40;60;255;285,107581.714324
7,16,40;60;255;295,105752.462029
8,18,40;60;255;305,102272.698703
9,20,40;60;255;315,101761.736483
10,22,40;60;255;325,100947.049680
11,25,30;60;255;325,100778.441242
12,28,30;50;255;325,100608.196635
13,35,20;50;255;325,100455.534368
14,36,10;50;255;325,99791.827081
15,37,0;50;255;325,98153.788892
