improvement,eval,angles_deg,objective
0,1,35;145;190;335,101760.902978
1,3,40;145;190;335,101433.749503
2,4,35;140;190;335,97086.745585
3,11,40;140;190;335,96680.365516
4,14,35;140;185;335,96086.178708
5,18,30;140;185;335,96083.841435
6,19,40;140;185;335,95712.785688
7,27,45;140;185;335,95484.718242
8,35,50;140;185;335,95205.322541
9,46,50;140;180;335,94974.003022
10,56,50;140;180;330,94779.816297
11,62,50;140;175;330,94487.166788
12,67,55;140;175;330,94459.351275
13,75,60;140;175;330,94301.691854
14,105,53;140;181;329,94225.442830
15,111,53;140;176;329,94171.591022
16,119,53;140;171;329,93331.688916
