improvement,eval,angles_deg,objective
0,1,88;91;113;188,108990.411369
1,2,83;91;113;188,107227.301281
2,5,88;96;113;188,107194.928836
3,6,83;96;113;188,105997.946201
4,11,88;96;118;188,105290.116277
5,12,83;96;118;188,104460.585537
6,18,88;96;118;183,103718.204196
7,19,83;96;118;183,103186.400893
8,25,88;96;118;178,101800.527059
9,26,83;96;118;178,101149.222537
10,34,78;96;118;178,98951.859861
11,47,78;96;123;178,98138.802351
12,53,78;96;128;178,97250.980529
13,59,78;96;133;178,96765.933655
14,63,78;101;133;178,96650.456545
