rafaga,paso_en_rafaga,eval_antes,eval_despues,angles_antes,angles_despues,slots_distintos,slot_movido,delta_deg,obj_antes,obj_despues
1,1,7,16,125;180;275;340,125;180;284;340,1,2,9,97145.899892,99799.190838
1,2,16,17,125;180;284;340,125;180;284;331,1,3,9,99799.190838,99837.965592
1,3,17,18,125;180;284;331,125;171;284;331,1,1,9,99837.965592,99145.315123
2,1,34,43,105;171;279;326,105;165;279;326,1,1,6,93169.825637,94731.275492
2,2,43,44,105;165;279;326,105;165;279;320,1,3,6,94731.275492,95363.811585
2,3,44,45,105;165;279;320,105;165;286;320,1,2,7,95363.811585,96464.507394
3,1,34,65,105;171;279;326,105;171;279;317,1,3,9,93169.825637,93150.047702
3,2,65,66,105;171;279;317,105;180;279;317,1,1,9,93150.047702,94909.623615
3,3,66,67,105;180;279;317,105;180;272;317,1,2,7,94909.623615,93855.874755
4,1,78,87,105;175;272;322,105;175;272;331,1,3,9,93072.42123,93169.93464
4,2,87,88,105;175;272;331,105;175;266;331,1,2,6,93169.93464,95233.902875
4,3,88,89,105;175;266;331,112;175;266;331,1,0,7,95233.902875,97693.762017
5,1,108,117,102;175;256;326,93;175;256;326,1,0,9,90635.823379,93685.198832
5,2,117,118,93;175;256;326,93;175;248;326,1,2,8,93685.198832,95785.48101
5,3,118,119,93;175;248;326,93;181;248;326,1,1,6,95785.48101,95501.239076
6,1,108,153,102;175;256;326,95;175;256;326,1,0,7,90635.823379,93211.701258
6,2,153,154,95;175;256;326,95;175;264;326,1,2,8,93211.701258,97806.88661
6,3,154,155,95;175;264;326,95;182;264;326,1,1,7,97806.88661,99171.268805
7,1,108,177,102;175;256;326,109;175;256;326,1,0,7,90635.823379,93196.612312
7,2,177,178,109;175;256;326,109;175;262;326,1,2,6,93196.612312,96718.001668
7,3,178,179,109;175;262;326,109;175;262;333,1,3,7,96718.001668,97369.792258
8,1,108,201,102;175;256;326,102;175;263;326,1,2,7,90635.823379,93645.615593
8,2,201,202,102;175;263;326,102;167;263;326,1,1,8,93645.615593,93391.541684
8,3,202,203,102;167;263;326,110;167;263;326,1,0,8,93391.541684,97293.895403
9,1,108,218,102;175;256;326,102;175;264;326,1,2,8,90635.823379,93516.150753
9,2,218,219,102;175;264;326,102;175;264;318,1,3,8,93516.150753,94649.390894
9,3,219,220,102;175;264;318,102;168;264;318,1,1,7,94649.390894,92647.877514
10,1,244,253,102;168;254;308,102;168;247;308,1,2,7,90538.076974,90432.561589
10,2,253,254,102;168;247;308,102;175;247;308,1,1,7,90432.561589,92829.011399
10,3,254,255,102;175;247;308,102;175;247;302,1,3,6,92829.011399,95328.569123
