improvement,eval,angles_deg,objective
0,1,70;95;290;345,99580.925114
1,2,60;95;290;345,99108.395650
2,5,70;105;290;345,98859.456946
3,8,70;95;290;335,97784.183672
4,12,60;95;290;335,97495.202669
5,13,80;95;290;335,97428.073974
6,15,70;105;290;335,97059.141589
7,16,70;95;280;335,96847.196607
8,22,60;95;280;335,96533.461281
9,25,70;105;280;335,96137.817936
10,28,70;105;270;335,95691.255407
11,32,60;105;280;335,95527.705690
12,38,60;105;270;335,94787.666880
13,44,60;105;270;325,94470.210488
