improvement,eval,angles_deg,objective
0,1,95;190;245;290,105113.468364
1,4,95;185;245;290,103646.168763
2,7,95;180;245;290,102557.361602
3,10,95;175;245;290,101075.179605
4,13,95;170;245;290,100591.804333
5,16,95;165;245;290,99421.559008
6,19,95;160;245;290,98556.551295
7,24,95;160;240;290,98338.051701
8,26,100;160;240;290,98252.683431
9,28,105;160;240;290,97283.698565
10,33,105;160;235;290,97227.430542
11,38,105;160;230;290,96642.754882
12,43,105;160;225;290,95225.499480
13,51,105;160;225;295,95179.994707
14,59,105;160;225;300,94296.429683
15,67,105;160;225;305,93615.195449
16,75,105;160;225;310,91800.531626
17,89,102;146;219;310,90989.980560
18,92,102;141;219;310,86960.508628
19,98,102;141;224;310,86723.344985
