improvement,eval,angles_deg,objective
0,1,65;75;120;180,104564.553841
1,2,60;75;120;180,103411.215263
2,3,55;75;120;180,102690.095388
3,7,55;80;120;180,100502.714761
4,8,50;80;120;180,100446.184634
5,9,45;80;120;180,100130.591204
6,10,40;80;120;180,99648.972226
7,11,35;80;120;180,99205.282895
8,12,30;80;120;180,99082.637466
9,13,25;80;120;180,98817.961892
10,19,25;80;125;180,98081.693092
11,34,30;94;134;174,96092.063260
12,41,30;94;134;169,95127.160278
13,136,38;96;134;168,93979.308904
14,137,33;96;134;168,93758.084523
