improvement,eval,angles_deg,objective
0,1,100;135;260;355,98753.235257
1,3,105;135;260;355,97176.364994
2,5,100;140;260;355,94766.263178
3,10,95;140;260;355,94694.597176
4,11,105;140;260;355,93728.668128
5,14,100;140;255;355,93042.005234
6,18,95;140;255;355,92642.661749
7,19,105;140;255;355,92597.605915
8,25,100;140;255;0,92165.016060
9,26,95;140;255;0,91749.917848
10,27,105;140;255;0,91538.474948
11,92,103;140;254;1,90642.803181
12,205,96;140;258;357,90616.249508
13,262,102;140;257;350,90113.641321
14,272,102;140;257;355,89437.823095
15,280,102;140;257;0,88462.644153
