improvement,eval,angles_deg,objective
0,1,150;165;348;358,107041.286707
1,2,150;160;348;358,106018.329234
2,3,145;160;348;358,104586.099684
3,4,140;160;348;358,99887.204274
4,12,140;160;348;3,98353.412406
5,14,140;160;348;8,98320.479993
6,22,140;160;348;13,97914.255271
7,24,140;160;348;18,97795.345598
8,25,140;155;348;18,97705.470827
9,26,140;150;348;18,96365.792597
10,28,140;150;353;18,96182.970562
11,30,140;150;353;23,96147.205003
12,38,140;150;358;23,95579.728648
13,42,140;150;3;23,95123.763158
