improvement,eval,angles_deg,objective
0,1,40;64;231;328,103133.507561
1,5,40;74;231;328,102357.355563
2,6,30;74;231;328,101902.956393
3,7,20;74;231;328,101707.479600
4,8,10;74;231;328,101332.530812
5,9,0;74;231;328,99954.155631
6,13,0;84;231;328,98802.337056
7,17,0;94;231;328,95270.327813
8,21,0;104;231;328,94261.561319
9,26,0;104;221;328,94016.492851
10,51,3;103;217;328,93903.133178
11,57,3;103;227;328,93710.966886
12,78,325;103;224;313,93328.004613
13,190,316;102;224;326,91396.270737
14,233,321;102;225;315,91394.222666
