improvement,eval,angles_deg,objective
0,1,30;256;293;334,97771.407096
1,3,35;256;293;334,97673.766049
2,8,35;256;288;334,97208.631164
3,10,40;256;288;334,97027.941679
4,15,40;256;283;334,96571.916821
5,16,35;256;283;334,96521.540636
6,23,35;256;283;329,95970.076516
7,41,39;256;272;338,95366.040142
8,43,44;256;272;338,94899.679395
9,50,44;256;272;333,94086.272971
10,51,39;256;272;333,93945.425932
11,311,39;257;271;324,93901.892321
12,313,44;257;271;324,93713.280254
13,315,49;257;271;324,93593.392507
14,322,49;257;271;319,93441.982935
