improvement,eval,angles_deg,objective
0,1,130;180;280;340,99165.010100
1,2,125;180;280;340,98183.202364
2,6,130;180;275;340,97740.622466
3,10,125;180;275;340,97145.899892
4,31,125;171;279;331,96076.387349
5,39,125;171;274;331,95656.643368
6,96,105;160;276;325,95222.374826
7,104,105;160;271;325,93239.576835
8,140,105;169;269;326,93232.713698
9,166,102;169;258;335,91467.890199
10,180,102;169;258;330,90852.235895
11,188,102;169;258;325,89961.441660
12,403,102;176;256;324,89915.290138
13,406,102;171;256;324,89530.069540
