improvement,eval,angles_deg,objective
0,1,30;65;250;320,103827.904890
1,3,40;65;250;320,103530.789058
2,5,50;65;250;320,103396.443492
3,9,50;75;250;320,103220.250793
4,11,50;85;250;320,101660.584094
5,13,50;95;250;320,98364.814233
6,15,50;105;250;320,97324.964918
7,18,50;105;240;320,97239.587835
8,19,50;105;230;320,96551.341458
9,20,50;105;220;320,96310.607748
10,24,50;105;220;330,96180.332346
11,27,40;105;220;330,96050.839279
12,33,40;105;230;330,95923.248773
13,38,30;105;230;330,95743.403080
14,39,20;105;230;330,95179.162363
15,40,10;105;230;330,94898.329500
16,41,0;105;230;330,93695.054173
