improvement,eval,angles_deg,objective
0,1,225;240;345;350,107424.837777
1,2,220;240;345;350,107131.731950
2,5,225;245;345;350,105401.386005
3,6,225;240;340;350,102262.931534
4,11,225;245;340;350,101601.881757
5,12,225;240;335;350,99968.434159
6,19,225;245;335;350,99260.424338
7,20,225;240;330;350,98295.584803
8,27,225;245;330;350,97862.504645
9,31,225;240;330;355,97819.216692
10,35,225;245;330;355,97518.567719
11,39,225;240;330;0,97431.070782
12,43,225;245;330;0,96732.070262
13,51,225;250;330;0,96557.359344
14,59,225;255;330;0,94835.262201
15,68,225;255;325;0,94551.004122
16,108,225;256;313;3,93316.526121
17,117,225;256;308;3,93283.228586
18,119,225;256;313;358,92864.611456
19,125,225;256;308;358,92790.518678
