improvement,eval,angles_deg,objective
0,1,35;135;320;355,100719.336287
1,2,25;135;320;355,100544.741956
2,3,15;135;320;355,100391.521838
3,7,15;145;320;355,100112.052166
4,12,15;145;310;355,98683.650418
5,29,35;145;310;5,98542.969814
6,31,45;145;310;5,98376.190901
7,38,45;145;310;355,98254.570854
8,40,55;145;310;355,98230.717847
9,86,45;105;320;5,96225.606958
10,87,35;105;320;5,96149.814565
11,92,35;105;310;5,95758.344947
12,99,35;105;310;355,95196.244653
13,101,45;105;310;355,95016.834175
14,225,55;105;310;345,94988.510794
