improvement,eval,angles_deg,objective
0,1,34;53;174;182,115394.673774
1,2,24;53;174;182,113292.292917
2,5,34;63;174;182,111553.830080
3,6,34;53;164;182,107224.002147
4,10,24;53;164;182,107113.399816
5,13,34;63;164;182,106114.015568
6,14,34;53;154;182,103368.714636
7,18,24;53;154;182,103102.276867
8,21,34;63;154;182,102519.589920
9,22,34;53;144;182,100215.791943
10,29,34;63;144;182,99568.048866
11,37,34;73;144;182,98971.656278
12,45,34;83;144;182,98807.501889
13,53,34;93;144;182,95816.387969
14,61,34;103;144;182,93617.258322
15,86,46;100;140;182,93073.129502
16,91,36;100;140;182,92540.750181
