improvement,eval,angles_deg,objective
0,1,60;70;245;265,121994.917896
1,2,55;70;245;265,121230.688860
2,9,60;70;245;270,116553.299747
3,10,55;70;245;270,116169.852753
4,14,60;70;240;270,116127.654006
5,15,55;70;240;270,115944.463530
6,22,60;70;240;275,114743.080128
7,23,55;70;240;275,114349.969871
8,26,60;75;240;275,114242.691457
9,30,60;80;240;275,112818.901708
10,31,55;80;240;275,112475.453296
11,36,60;80;245;275,112328.522060
12,37,55;80;245;275,111897.850753
13,44,60;80;245;280,109518.393252
14,45,55;80;245;280,109181.990646
15,50,60;80;250;280,109125.738342
16,51,55;80;250;280,108735.680135
17,56,60;80;255;280,108587.861885
18,57,55;80;255;280,108253.837202
19,64,60;80;255;285,107251.438322
20,65,55;80;255;285,106995.131522
21,72,60;80;255;290,106013.580580
22,73,55;80;255;290,105583.719475
23,80,60;80;255;295,105177.272841
24,81,55;80;255;295,104811.559614
25,88,60;80;255;300,102665.752524
26,89,55;80;255;300,102303.984696
27,96,60;80;255;305,100908.199382
28,97,55;80;255;305,100644.392375
29,104,60;80;255;310,99171.159379
30,105,55;80;255;310,99149.594808
