improvement,eval,angles_deg,objective
0,1,150;165;348;358,107041.286707
1,2,150;160;348;358,106018.329234
2,3,150;170;348;358,105787.530942
3,7,150;165;348;3,104996.994773
4,10,145;165;348;3,104084.658863
5,16,150;160;348;3,103817.779158
6,18,145;160;348;3,102960.557397
7,26,145;155;348;3,102932.004102
8,28,140;160;348;3,98353.412406
9,35,140;160;348;8,98320.479993
10,49,140;160;348;13,97914.255271
11,51,140;160;348;18,97795.345598
12,58,140;155;348;18,97705.470827
13,65,140;160;348;23,97695.298384
14,66,140;155;348;23,97600.707855
15,76,140;150;348;23,96276.180940
16,85,140;150;353;23,96147.205003
17,97,140;150;358;23,95579.728648
18,101,140;150;3;23,95123.763158
