improvement,eval,angles_deg,objective
0,1,150;165;348;358,107041.286707
1,2,145;165;348;358,105797.350920
2,5,150;170;348;358,105787.530942
3,9,150;165;348;3,104996.994773
4,10,145;165;348;3,104084.658863
5,12,150;160;348;3,103817.779158
6,18,145;160;348;3,102960.557397
7,26,140;160;348;3,98353.412406
8,41,140;160;348;8,98320.479993
9,49,140;160;348;13,97914.255271
10,52,140;155;348;13,97887.953645
11,57,140;160;348;18,97795.345598
12,60,140;155;348;18,97705.470827
13,65,140;160;348;23,97695.298384
14,68,140;155;348;23,97600.707855
15,76,140;150;348;23,96276.180940
16,87,140;150;353;23,96147.205003
17,95,140;150;358;23,95579.728648
18,103,140;150;3;23,95123.763158
