eval,angles_deg,objective,cached,ronda,tenure,prohibido,aceptado
1,35;115;165;285,101130.596154,false,0,,,
2,25;115;165;285,101184.401352,false,1,5,False,True
3,45;115;165;285,101106.670846,false,1,5,False,True
4,35;115;165;285,101130.596154,true,2,5,False,True
5,55;115;165;285,100960.744344,false,2,5,False,True
6,45;115;165;285,101106.670846,true,3,5,True,True
7,65;115;165;285,101195.978417,false,3,5,False,False
8,55;105;165;285,98341.514178,false,3,5,False,True
9,45;105;165;285,98713.017503,false,4,5,False,True
10,65;105;165;285,98746.764941,false,4,5,False,False
11,55;95;165;285,99515.673115,false,4,5,False,False
12,55;115;165;285,100960.744344,true,4,5,True,False
13,55;105;155;285,97706.657133,false,4,5,False,True
14,45;105;155;285,97788.473758,false,5,5,False,True
15,65;105;155;285,98310.630784,false,5,5,False,False
16,55;95;155;285,98951.179540,false,5,5,False,False
17,55;115;155;285,100948.212923,false,5,5,False,False
18,55;105;145;285,96664.874780,false,5,5,False,True
19,45;105;145;285,96454.926260,false,6,5,False,True
20,65;105;145;285,97144.572560,false,6,5,False,False
21,55;95;145;285,97589.300799,false,6,5,False,False
22,55;115;145;285,99280.416889,false,6,5,False,False
23,55;105;135;285,96424.003640,false,6,5,False,True
24,45;105;135;285,96313.588967,false,7,5,False,True
25,65;105;135;285,97031.992547,false,7,5,False,False
26,55;95;135;285,98140.175941,false,7,5,False,False
27,55;115;135;285,99856.636745,false,7,5,False,False
28,55;105;125;285,99438.035890,false,7,5,False,False
29,55;105;145;285,96664.874780,true,7,5,True,False
30,55;105;135;275,95377.301759,false,7,5,False,True
31,45;105;135;275,95421.694264,false,8,5,False,True
32,65;105;135;275,95849.514395,false,8,5,False,False
33,55;95;135;275,97215.448721,false,8,5,False,False
34,55;115;135;275,97132.102300,false,8,5,False,False
35,55;105;125;275,97459.637803,false,8,5,False,False
36,55;105;145;275,95477.724018,false,8,5,False,False
37,55;105;135;265,96433.671153,false,8,5,False,False
38,55;105;135;285,96424.003640,true,8,5,True,False
39,45;105;135;275,95421.694264,true,9,5,True,True
