improvement,eval,angles_deg,objective
0,1,139;185;195;356,103478.009988
1,2,129;185;195;356,102832.495771
2,3,119;185;195;356,102331.519994
3,4,109;185;195;356,101387.671084
4,8,109;185;205;356,100604.604703
5,11,109;175;205;356,100520.539183
6,14,109;165;205;356,100412.651113
7,17,109;155;205;356,98503.719065
8,20,109;145;205;356,97075.242336
9,23,109;135;205;356,97037.727489
10,24,99;135;205;356,96983.545560
11,30,99;135;215;356,96634.271799
12,36,99;135;225;356,95171.304658
13,38,109;135;225;356,94519.965897
14,42,109;145;225;356,94492.581279
15,76,102;164;225;10,94312.178747
16,79,102;154;225;10,93305.556339
17,82,102;144;225;10,91578.008011
18,89,102;144;225;0,90798.003435
