improvement,eval,angles_deg,objective
0,1,40;90;115;245,104046.261397
1,4,40;80;115;245,103620.272221
2,5,40;100;115;245,102017.693302
3,7,40;90;125;245,102016.881160
4,11,40;90;135;245,100257.111258
5,19,40;90;145;245,99861.433580
6,20,40;90;135;235,99821.498221
7,21,40;90;135;255,98458.982346
8,25,40;100;135;245,98331.070908
9,29,40;100;145;245,97689.943328
10,30,40;100;135;235,97515.618051
11,31,40;100;135;255,96075.783446
12,41,40;100;145;255,95944.844072
13,88,41;110;147;273,95904.978605
14,124,54;97;147;258,95310.909465
