improvement,eval,angles_deg,objective
0,1,130;180;280;340,99165.010100
1,2,120;180;280;340,98433.751718
2,3,110;180;280;340,97842.649999
3,4,100;180;280;340,97327.236552
4,11,100;180;280;330,96399.171727
5,16,100;170;280;330,96267.944966
6,17,100;160;280;330,96080.171554
7,33,100;143;275;308,95681.631749
8,37,110;143;275;308,95613.890065
9,66,110;146;254;272,95316.263114
10,77,110;142;243;258,94689.330225
11,80,110;142;233;258,94354.428770
12,81,110;142;223;258,93514.617946
13,86,100;142;223;258,93203.207280
