improvement,eval,angles_deg,objective
0,1,35;145;190;335,101760.902978
1,3,40;145;190;335,101433.749503
2,5,45;145;190;335,101004.785608
3,7,50;145;190;335,100903.826839
4,10,50;140;190;335,96051.698079
5,15,50;140;185;335,95205.322541
6,20,50;140;180;335,94974.003022
7,27,50;140;180;330,94779.816297
8,32,50;140;175;330,94487.166788
9,34,55;140;175;330,94459.351275
10,36,60;140;175;330,94301.691854
11,61,58;140;181;329,94252.379574
12,62,53;140;181;329,94225.442830
13,67,53;140;176;329,94171.591022
14,72,53;140;171;329,93331.688916
