improvement,eval,angles_deg,objective
0,1,28;80;155;336,99954.009641
1,3,38;80;155;336,99392.183186
2,6,28;80;145;336,99097.690045
3,8,28;80;155;326,98386.033962
4,11,38;80;155;326,97801.292611
5,14,28;80;145;326,97613.526364
6,16,28;80;155;316,97580.177111
7,19,38;80;155;316,97165.101412
8,22,28;80;145;316,95972.262983
9,27,38;80;145;316,95388.797264
10,128,36;95;168;316,93565.947685
11,136,36;105;168;316,92223.917328
12,142,46;105;168;316,92109.246251
13,196,46;100;140;314,91150.055753
14,198,36;100;140;314,90799.700360
15,289,42;96;140;308,90668.139668
